content;score;sentiment_rating;wordCount;tweet_with_stopwords;wordCount_after_stopwords;tweet_stemmed
aplikasi yg bermanfaat untuk mindfullness;5;Positive;5;aplikasi bermanfaat mindfullness;3;aplikasi bermanfaat mindful
mudah² bisa memberikan q nasehat yg bisa membuat q lega...;5;Positive;11;mudah q nasehat q lega ;5;mudah q nasehat q lega
sangat membantu;5;Positive;2;membantu;1;membantu
bagus;5;Positive;1;bagus;1;bagu
hai guys tolong masukkan kode reveral zpbkod, biar kita bsa saling membantu satu sama lain;4;Positive;16;hai guys tolong masukkan kode reveral zpbkod biar bsa membantu;10;hai guy tolong masukkan kode rever zpbkod biar bsa membantu
cukup membantu tidur lelap;5;Positive;4;membantu tidur lelap;3;membantu tidur lelap
aplikasinya bagus;5;Positive;2;aplikasinya bagus;2;aplikasinya bagu
pake reverral ku ya 6nxih0 :);5;Positive;7;pake reverral ku nxih  ;4;pake reverr ku nxih
yuk saling membantu ini berguna banget loh mqwzo3;5;Positive;8;yuk membantu berguna loh mqwzo;5;yuk membantu berguna loh mqwzo
"bagus banget, cocok banget buat kamu yang mau nenangin diri, masukin kode ""rkvfjr"" ayo kita saling bantu";5;Positive;21;bagus cocok nenangin masukin kode  rkvfjr  ayo bantu;8;bagu cocok nenangin masukin kode rkvfjr ayo bantu
app yang sangat bagus;5;Positive;4;app bagus;2;app bagu
apakh ini berbayar?;5;Positive;4;apakh berbayar ;2;apakh berbayar
masukan kode referal ini wjjoge;5;Positive;5;masukan kode referal wjjoge;4;masukan kode refer wjjoge
terimakasih, karena dengan app riliv ini aku jadi sedikit tenang.;4;Positive;12;terimakasih app riliv tenang ;4;terimakasih app riliv tenang
terima kasih riliv, saya sangat terbantu dan jauh lebih tenang dari biasanya;5;Positive;13;terima kasih riliv terbantu tenang;5;terima kasih riliv terbantu tenang
lebih nyenyak tidur;5;Positive;3;nyenyak tidur;2;nyenyak tidur
aplikasinya bagus banget, membuat hidupku lebih tenang. saran dari sya kalau bisa buatan meditasi untuk menghilangkan pobia. terima kasih;5;Positive;22;aplikasinya bagus hidupku tenang  saran sya buatan meditasi menghilangkan pobia  terima kasih;12;aplikasinya bagu hidupku tenang saran sya buatan meditasi menghilangkan pobia terima kasih
cara log in nya gimana yaa? ko gabisa²;5;Positive;9;log in gimana yaa  ko gabisa;6;log in gimana yaa ko gabisa
sangat membantu;5;Positive;2;membantu;1;membantu
aplikasi yang sangat membantu;5;Positive;4;aplikasi membantu;2;aplikasi membantu
app nya bagus banget, alhamdulillah sejak pakai ini aku jadi lebih tenang. makasih riliv;5;Positive;16;app bagus alhamdulillah pakai tenang  makasih riliv;7;app bagu alhamdulillah pakai tenang makasih riliv
terimakasih riliv;5;Positive;2;terimakasih riliv;2;terimakasih riliv
"hai riliv. aplikasinya bagus banget, aku suka. tapi saran dikasih nada yang nenanging biar ga terlalu ""sepi"". btw, ini emang bener-bener bagus, bisa membantu banyak orang";5;Positive;34;hai riliv  aplikasinya bagus suka  saran dikasih nada nenanging biar ga  sepi   btw emang benerbener bagus membantu;17;hai riliv aplikasinya bagu suka saran dikasih nada nenang biar ga sepi btw emang benerben bagu membantu
sejauh ini sangat baik  saya harap bisa membeli fitur berbayarnya;5;Positive;10;harap membeli fitur berbayarnya;4;harap memb fitur berbayarnya
bener-bener membantu banget buat healing mental diri sendiri;5;Positive;8;benerbener membantu healing mental;4;benerben membantu heal mental
mau buka semua konten di riliv, ayoo gunakan referalku : 1bqo8z nikmati setiap konten yang menarik dan benefit banget apalagi buat kamu yang lagi butuh menenangkan dan mengheal diri sendiri sebagai pertolongan pertama kita ;5;Positive;35;buka konten riliv ayoo referalku  bqoz nikmati konten menarik benefit butuh menenangkan mengheal pertolongan;14;buka konten riliv ayoo referalku bqoz nikmati konten menarik benefit butuh menenangkan mengheal pertolongan
thanks riliv ;5;Positive;2;thanks riliv;2;thank riliv
sangat membantu, terimakasih;5;Positive;4;membantu terimakasih;2;membantu terimakasih
aplikasi berbayar smua ..males;1;Negative;5;aplikasi berbayar smua  males;4;aplikasi berbayar smua male
alhamdulillah;5;Positive;1;alhamdulillah;1;alhamdulillah
sangat bagus membantu saya dikala pikiran penuh dan banyak yg tdk bisa sy tuntaskan. makin inspiratif yah riliv ;5;Positive;19;bagus membantu dikala pikiran penuh tdk sy tuntaskan  inspiratif yah riliv;11;bagu membantu dikala pikiran penuh tdk sy tuntaskan inspiratif yah riliv
bagus;5;Positive;1;bagus;1;bagu
bagus;5;Positive;1;bagus;1;bagu
panduan meditasi yang baik!! terimakasih;5;Positive;7;panduan meditasi   terimakasih;3;panduan meditasi terimakasih
ini sangat membantu. terimakasih telah membuat aplikasi seperti ini;5;Positive;10;membantu  terimakasih aplikasi;3;membantu terimakasih aplikasi
suka sih sama aplikasinya, cuma kok ga bisa tersambung ke internet. padahal jaringan bagus loh ;4;Positive;17;suka aplikasinya ga tersambung internet  jaringan bagus loh;8;suka aplikasinya ga tersambung internet jaringan bagu loh
aplikasinya sangat bermanfaat membantu mereda umat manusia mengalami rasa stres, cemas, dll;5;Positive;14;aplikasinya bermanfaat membantu mereda umat manusia mengalami stres cemas dll;10;aplikasinya bermanfaat membantu mereda umat manusia mengalami stre cema dll
sukaaaaakk bangettt... pikiran ku menjadi tenang lagi... terimakasih riliv;5;Positive;11;sukaaaaakk bangettt  pikiran ku tenang  terimakasih riliv;7;sukaaaaakk bangettt pikiran ku tenang terimakasih riliv
baru download 2 hari, aplikasi yang bagus bangeet. cocok buat yang susah tidur :);5;Positive;17; aplikasi bagus bangeet  cocok susah tidur  ;6;aplikasi bagu bangeet cocok susah tidur
terima kasih, dengan ini saya merasa rileks;5;Positive;8;terima kasih rileks;3;terima kasih rilek
bagus;5;Positive;1;bagus;1;bagu
membantu sekali!! nyesel baru tau app yg membantu memperbaiki mental sabagus ini ;5;Positive;14;membantu   nyesel tau app membantu memperbaiki mental sabagus;8;membantu nyesel tau app membantu memperbaiki mental sabagu
hari ketiga download riliv. alhamdulillah langsung langganan paket meditasi setahun. lumayan jadi reminder dan journal saat gabisa cerita ke orang lain. thanks founder and all staff for creating this amazing app  god bless you all;5;Positive;38;ketiga riliv  alhamdulillah langsung langganan paket meditasi setahun  lumayan reminder journal gabisa cerita  thanks founder and all staff for creating this amazing app god bless you all;27;ketiga riliv alhamdulillah langsung langganan paket meditasi setahun lumayan remind journal gabisa cerita thank founder and all staff for creat thi amaz app god bless you all
semoga membantuu;5;Positive;2;semoga membantuu;2;semoga membantuu
masukan kode (japcso) aplikasi yg bagus untuk membangun mood jadi lebih baik;5;Positive;14;masukan kode  japcso  aplikasi bagus membangun mood;7;masukan kode japcso aplikasi bagu membangun mood
aplikasi ini sungguh sangat membantu. aplikasi ini jd temanku disaat aku ngga punya siapa2;5;Positive;15;aplikasi sungguh membantu  aplikasi jd temanku disaat ngga siapa;9;aplikasi sungguh membantu aplikasi jd temanku disaat ngga siapa
pertama udah suka banget, berasa lebih enteng dan tenang.. terimakasih riliv;5;Positive;13;udah suka berasa enteng tenang  terimakasih riliv;7;udah suka berasa enteng tenang terimakasih riliv
gak seru ah masak diharuskan nyantumin nomer handphone;1;Negative;8;gak seru ah masak diharuskan nyantumin nomer handphone;8;gak seru ah masak diharuskan nyantumin nomer handphon
sangat membantu;5;Positive;2;membantu;1;membantu
aplikasi ini membuat pikiran saya menjadi tenang. membuat saya bisa melepaskan emosi dan energi negatif yang ada. juga membuat saya menjadi semakin bijak serta mengenal diri dan perasaan yang saya rasakan.;5;Positive;34;aplikasi pikiran tenang  melepaskan emosi energi negatif  bijak mengenal perasaan rasakan ;11;aplikasi pikiran tenang melepaskan emosi energi negatif bijak mengen perasaan rasakan
bagus;5;Positive;1;bagus;1;bagu
odb ;5;Positive;1;odb;1;odb
sangat membantu;5;Positive;2;membantu;1;membantu
suka bgt , apalagi tentang meditasi nya , hihi <3;5;Positive;11;suka meditasi hihi  ;3;suka meditasi hihi
suka;5;Positive;1;suka;1;suka
aplikasi yang bagus dan terbaik saya sangat menyukainya, saya belum menemukan kekurangan dari aplikasi ini. terima kasih riliv;5;Positive;20;aplikasi bagus terbaik menyukainya menemukan kekurangan aplikasi  terima kasih riliv;10;aplikasi bagu terbaik menyukainya menemukan kekurangan aplikasi terima kasih riliv
suka;5;Positive;1;suka;1;suka
bagus banget, pertama kali coba langsung ngerasain manfaatnya terima kasih;5;Positive;11;bagus kali coba langsung ngerasain manfaatnya terima kasih;8;bagu kali coba langsung ngerasain manfaatnya terima kasih
bagus;5;Positive;1;bagus;1;bagu
sangat memuaskan, dan bisa membuat diri lebih tenang;5;Positive;9;memuaskan tenang;2;memuaskan tenang
semua secara umum ok. kecuali pas konsultasi. jam masuk terlambat dan sangat amat tidak profesional jawaban nya. kesan nya malah menyalahkan. mending cari apk lain klo mau konsultasi psikolog online. untung cuma ambil paket 1x. klo lebih berasa rugi pake bgt. cus uninstall.;2;Negative;50;ok kecuali pas konsultasi  jam masuk terlambat profesional  kesan menyalahkan  mending cari apk klo konsultasi psikolog online  untung ambil paket x  klo berasa rugi pake  cus uninstall ;27;ok kecuali pa konsultasi jam masuk terlambat profesion kesan menyalahkan mend cari apk klo konsultasi psikolog onlin untung ambil paket x klo berasa rugi pake cu uninstal
terimakasih alhamdulillah aplikasinya keren untuk psikologi;5;Positive;6;terimakasih alhamdulillah aplikasinya keren psikologi;5;terimakasih alhamdulillah aplikasinya keren psikolog
bagus;5;Positive;1;bagus;1;bagu
apps relax;5;Positive;2;apps relax;2;app relax
baru di coba,, smga memuaskan;4;Positive;7;coba smga memuaskan;3;coba smga memuaskan
terimakasih riliv dengan adanya aplikasi mengenai kesehatan jiwa dari riliv saya semakin baik,dari semua sesi meditasi sangat nyaman digunakan serta memberikan hasil bagi kesehatan mental saya yang terganggu oleh anxiety disolder..;5;Positive;34;terimakasih riliv aplikasi kesehatan jiwa riliv sesi meditasi nyaman hasil kesehatan mental terganggu anxiety disolder ;15;terimakasih riliv aplikasi kesehatan jiwa riliv sesi meditasi nyaman hasil kesehatan mental terganggu anxieti disold
meditasi nya boleh sambil rebahan gak? :);5;Positive;9;meditasi rebahan gak   ;3;meditasi rebahan gak
bagus;5;Positive;1;bagus;1;bagu
keren;5;Positive;1;keren;1;keren
sangat membantu  terima kasih telah membuat aplikasi ini untuk menjadi lebih baik kedepannya!;5;Positive;14;membantu terima kasih aplikasi kedepannya ;5;membantu terima kasih aplikasi kedepannya
aplikasi ini membuatku nyaman saat mengisi kesepian dan ingin berobat ke psikolog meskipun belum ada kebolehan dari ibu. y masih terkendala biaya;5;Positive;23;aplikasi membuatku nyaman mengisi kesepian berobat psikolog kebolehan  y terkendala biaya;11;aplikasi membuatku nyaman mengisi kesepian berobat psikolog kebolehan y terkendala biaya
makasih riliv;5;Positive;2;makasih riliv;2;makasih riliv
suka, rekomen :);5;Positive;5;suka rekomen  ;2;suka rekomen
applikasi ini sangat2 membantu;4;Positive;4;applikasi sangat membantu;3;applikasi sangat membantu
i love myself more;5;Positive;4;i love myself more;4;i love myself more
saya baru download mau tanya untk pembayaran dri luar negri, itu gmna ya ? apkah ada pembayaran via transfer khusus luar negri kah?;4;Positive;25;untk pembayaran dri negri gmna  apkah pembayaran via transfer khusus negri kah ;12;untk pembayaran dri negri gmna apkah pembayaran via transfer khusu negri kah
puasss sekali,membantu saya yg sekarang sedang depresi menjadi lebih tenang;5;Positive;12;puasss membantu depresi tenang;4;puasss membantu depresi tenang
nyaman dan mudah;5;Positive;3;nyaman mudah;2;nyaman mudah
relatif memenuhi kebutuhan perbaikan kejiwaan/pola pikir seseorang/ pasien.;5;Positive;9;relatif memenuhi kebutuhan perbaikan kejiwaanpola pikir seseorang pasien ;8;relatif memenuhi kebutuhan perbaikan kejiwaanpola pikir seseorang pasien
gue suka banget aplikasi ini sangat membantu untuk meditasi dan ada bsnyak sekali pilihan sesuai kondisi yang dibutuhkan, dan yang paling penting (sebagian teks hilang);5;Positive;28;gue suka aplikasi membantu meditasi bsnyak pilihan sesuai kondisi dibutuhkan  teks hilang ;12;gue suka aplikasi membantu meditasi bsnyak pilihan sesuai kondisi dibutuhkan tek hilang
"halo.. ini aplikasi baru saya coba, dan baru di download udah bagus bangeeet ><. saya menyesal baru tau aplikasi ini :"" semoga membantu saya menghilangkan ptsd ku. karena kalau ke psikiater saya tidak cukup biayanya pasti cukup mahal. sekali lagi terimakasih untuk para developer yang sudah membuat aplikasi ini. salam hangat (◍•ᴗ•◍)✧*。";5;Positive;65;halo  aplikasi coba udah bagus bangeeet    menyesal tau aplikasi   semoga membantu menghilangkan ptsd ku  psikiater biayanya mahal  terimakasih developer aplikasi  salam hangat      ;22;halo aplikasi coba udah bagu bangeeet menyes tau aplikasi semoga membantu menghilangkan ptsd ku psikiat biayanya mahal terimakasih develop aplikasi salam hangat
makasiii bangettt riliv, pokoknya suka bangettt sama app ;5;Positive;9;makasiii bangettt riliv pokoknya suka bangettt app;7;makasiii bangettt riliv pokoknya suka bangettt app
terimakasih kepada riliv... ini sangat membantu kehidupan saya, baik mental maupun fisik. walaupun konseling agak mahal tapi benar benar membantu... terima kasih riliv;5;Positive;27;terimakasih riliv  membantu kehidupan mental fisik  konseling mahal membantu  terima kasih riliv;12;terimakasih riliv membantu kehidupan mental fisik konsel mahal membantu terima kasih riliv
help me a lot;5;Positive;4;help me a lot;4;help me a lot
apk nya sangat membantu ;5;Positive;4;apk membantu;2;apk membantu
membantu sekali;5;Positive;2;membantu;1;membantu
baguss bangett apk nyaa huhu :(;5;Positive;7;baguss bangett apk nyaa huhu  ;5;baguss bangett apk nyaa huhu
mantap;5;Positive;1;mantap;1;mantap
aplikasi yang cukup membantu menenangkan pikiran dan perasaan sebelum beraktivitas. bagus.;5;Positive;13;aplikasi membantu menenangkan pikiran perasaan beraktivitas  bagus ;7;aplikasi membantu menenangkan pikiran perasaan beraktivita bagu
baru coba. tapi sudah lumayan memberi efek positif untuk aku yang gampang cemas. terima kasih riliv.;5;Positive;19;coba  lumayan efek positif gampang cemas  terima kasih riliv ;9;coba lumayan efek positif gampang cema terima kasih riliv
kok pas meditasi cuma seri 1 yang bisa, seri ke dua dan yang lainya gk kebuka?? apakah harus bayar??;3;Neutral;24;pas meditasi seri  seri lainya gk kebuka   bayar  ;8;pa meditasi seri seri lainya gk kebuka bayar
thank u riliv;5;Positive;3;thank u riliv;3;thank u riliv
sukaaaaa bangettt thank you;5;Positive;4;sukaaaaa bangettt thank you;4;sukaaaaa bangettt thank you
sangat membantu terima kasih;5;Positive;4;membantu terima kasih;3;membantu terima kasih
mantapppp sehari 100menit meditasi. karena setenang dan senyaman itu. aplikasi yg dibuat oleh para profesional. luar biasa;5;Positive;20;mantapppp sehari menit meditasi  setenang senyaman  aplikasi profesional ;8;mantapppp sehari menit meditasi setenang senyaman aplikasi profesion
membantu banget buat kalian yang stres tapi gak tau buat nenangin gimana,ini apk bagus banget;5;Positive;17;membantu stres gak tau nenangin gimana apk bagus;8;membantu stre gak tau nenangin gimana apk bagu
aku suka dengerin nya dan apl ini mudah digunakan, semangat!!;5;Positive;13;suka dengerin apl mudah semangat  ;5;suka dengerin apl mudah semangat
aplikasi baguuus banget. dan sangat membantuuu. bersyukur banget nemu aplikasi inii. ;5;Positive;14;aplikasi baguuus  membantuuu  bersyukur nemu aplikasi inii ;7;aplikasi baguuu membantuuu bersyukur nemu aplikasi inii
keren;5;Positive;1;keren;1;keren
good;5;Positive;1;good;1;good
"karna g ada bibi yg ngurus rmh, setahun ini gtw hrs curhat sma siapa. sampe ketemu riliv, aku bisa ngeluh soal masalah sklh, family, dll (macem2 topikny). paling suka klo pas buka riliv ditanyain ""bagaimana perasaanmu saat ini?"". disitu seneng bgt, cuz merasa akhirny ada yg tau feel n mood ku disaat merasa butuh. meditasi, konseling n journalnya jg oke, thanks y riliv <3";5;Positive;81;karna g bibi ngurus rmh setahun gtw hrs curhat sma  sampe ketemu riliv ngeluh sklh family dll  macem topikny   suka klo pas buka riliv ditanyain  perasaanmu    disitu seneng cuz akhirny tau feel n mood ku disaat butuh  meditasi konseling n journalnya jg oke thanks y riliv  ;46;karna g bibi nguru rmh setahun gtw hr curhat sma samp ketemu riliv ngeluh sklh famili dll macem topikni suka klo pa buka riliv ditanyain perasaanmu disitu seneng cuz akhirni tau feel n mood ku disaat butuh meditasi konsel n journalnya jg oke thank y riliv
i love it;5;Positive;3;i love it;3;i love it
keren;5;Positive;1;keren;1;keren
kalau ingin konseling ke psikolog nya bayar apa tidak ya? admin tolong segera dijawab ;4;Positive;15;konseling psikolog bayar  admin tolong;5;konsel psikolog bayar admin tolong
bagus;5;Positive;1;bagus;1;bagu
aplikasinya bagus banget apalagi ada fitur meditasi yang sangat membantu meringankan kecemasan berlebihan, sangat suka. terimakasih riliv, tapi sebaiknya diberikan fitur download meditasi jadi bisa tetap diputar walaupun sedang offline ;5;Positive;33;aplikasinya bagus fitur meditasi membantu meringankan kecemasan suka  terimakasih riliv fitur meditasi diputar offline;14;aplikasinya bagu fitur meditasi membantu meringankan kecemasan suka terimakasih riliv fitur meditasi diputar offlin
alhamdulillah.;5;Positive;2;alhamdulillah ;1;alhamdulillah
bener bener ngebantu bgt sih ini pikiran langsung tenang huhu makasih bgttttt luvv;5;Positive;13;bener bener ngebantu pikiran langsung tenang huhu makasih bgttttt luvv;10;bener bener ngebantu pikiran langsung tenang huhu makasih bgttttt luvv
tambahin juga ya min kayak kita bercerita di publik gitu, dan nanti bisa di komentarin sama orang orang pengguna apk ini..dan kita bisa berteman..dan bisa juga kita melihat orang menulis cerita apa tentang dirinya, dan kita juga bisa mengomentarinya, dengan begitu orang yg depresi dan punya masalah, bisa mencoba terbuka dengan orang orang yg memang bisa mengerti kita..sekian terimakasih;3;Neutral;69;tambahin min kayak bercerita publik gitu komentarin pengguna apk  berteman  menulis cerita mengomentarinya depresi mencoba terbuka mengerti  sekian terimakasih;19;tambahin min kayak bercerita publik gitu komentarin pengguna apk berteman menuli cerita mengomentarinya depresi mencoba terbuka mengerti sekian terimakasih
semoga bisa membantu diri saya untuk lebih baik mengontrol diri saya menghadapi mental illnes yang saya alami saya sudah merasakannya sebelumya terkadang saya gg bisa mengontrol diri saya sampe kesehatan saya ikut terganggu ingin sekali saya k psikolog atau psikiater saya masih takut saya coba analisis sendiri lewat quotes atau artikel tentang kesehatan mental menerka hampir seperti yang saya alami semoga bisa membantu saya aplikasi ini;5;Positive;66;semoga membantu mengontrol menghadapi mental illnes alami merasakannya sebelumya terkadang gg mengontrol sampe kesehatan terganggu k psikolog psikiater takut coba analisis quotes artikel kesehatan mental menerka alami semoga membantu aplikasi;30;semoga membantu mengontrol menghadapi mental illn alami merasakannya sebelumya terkadang gg mengontrol samp kesehatan terganggu k psikolog psikiat takut coba analisi quot artikel kesehatan mental menerka alami semoga membantu aplikasi
terima kasih banyak sudah membantu ku untuk membaik setiap hari nya... sehat sehat selalu ya semua ;5;Positive;17;terima kasih membantu ku membaik  sehat sehat;7;terima kasih membantu ku membaik sehat sehat
sangat membantu ;5;Positive;2;membantu;1;membantu
kesell!!! aplikasinya sebenarnya menbantu banget buat ngilangin beban pikiran, tapiiiii rerlalu banyak menguras kuota ku. baru aja buka dan nyalain suara meditasinya baru 3 menit terus cek penggunaan data bisa sampai 39 mb lebih , andai apk ini bisa offline .;2;Negative;46;kesell    aplikasinya menbantu ngilangin beban pikiran tapiiiii rerlalu menguras kuota ku  buka nyalain suara meditasinya  menit cek penggunaan data  mb andai apk offline ;23;kesel aplikasinya menbantu ngilangin beban pikiran tapiiiii rerlalu mengura kuota ku buka nyalain suara meditasinya menit cek penggunaan data mb andai apk offlin
good makasih;5;Positive;2;good makasih;2;good makasih
bagus aplikasi yang jarang ditemukan dan membuat;5;Positive;7;bagus aplikasi jarang ditemukan;4;bagu aplikasi jarang ditemukan
baguuuss;5;Positive;1;baguuuss;1;baguuuss
membantu saya mengatasi semua kecemasan dan overthinking. saya cinta sama aplikasi riliv. sayangnya saya baru tau belum lama ini jadi saya pengguna riliv baru.;5;Positive;27;membantu mengatasi kecemasan overthinking  cinta aplikasi riliv  sayangnya tau pengguna riliv ;11;membantu mengatasi kecemasan overthink cinta aplikasi riliv sayangnya tau pengguna riliv
bagusss bangett;5;Positive;2;bagusss bangett;2;bagusss bangett
bagus bangett yang setiap malam kesulitan tidur, aku jadi bisa tidur dan bisa mengontrol diri aku lebih baik;5;Positive;19;bagus bangett malam kesulitan tidur tidur mengontrol;7;bagu bangett malam kesulitan tidur tidur mengontrol
aplikasi yang sangat berguna;5;Positive;4;aplikasi berguna;2;aplikasi berguna
aplikasi ini bagus sekali, gak nyesel donwload. bantu banget untukku yang berjuang dengan mental illnes. makasih banyak riliv;5;Positive;21;aplikasi bagus gak nyesel donwload  bantu untukku berjuang mental illnes  makasih riliv;12;aplikasi bagu gak nyesel donwload bantu untukku berjuang mental illn makasih riliv
selalu memuat data mulu kaga bisa di play;1;Negative;8;memuat data mulu kaga play;5;memuat data mulu kaga play
membantu dalam crisis life;5;Positive;4;membantu crisis life;3;membantu crisi life
saya kira gratis tauny berbayar..;2;Negative;6;gratis tauny berbayar ;3;grati tauni berbayar
kak untuk menghapus alarm caranya bagaimana ya?;5;Positive;8;kak menghapus alarm ;3;kak menghapu alarm
dua kata... terimakasih riliv:);5;Positive;7; terimakasih riliv  ;2;terimakasih riliv
bagus banget;5;Positive;2;bagus;1;bagu
gunakan kode reveral saya untuk kalian bisa akses gratis konten selama seminggu tiymad;4;Positive;13;kode reveral akses gratis konten seminggu tiymad;7;kode rever aks grati konten seminggu tiymad
terima kasih;5;Positive;2;terima kasih;2;terima kasih
alhamdulillah;5;Positive;1;alhamdulillah;1;alhamdulillah
bagus.. bisa meredakan saya dari stres;5;Positive;7;bagus  meredakan stres;3;bagu meredakan stre
aplikasi riliv cocok untuk orang yang membutuhkan pertolongan dalam hal mental . salah satunya meditasi , meditasi di riliv buat aku jadi relax , melepas kepenatan dan kegelisahan yang kita miliki. aplikasi ini juga cocok untuk remaja kayak aku . jadi kalau kalian mau dowload aplikasi riliv untuk memulihkan mental dan jiwa kalian kalian harus donwload .;5;Positive;58;aplikasi riliv cocok membutuhkan pertolongan mental  salah satunya meditasi meditasi riliv relax melepas kepenatan kegelisahan miliki  aplikasi cocok remaja kayak  dowload aplikasi riliv memulihkan mental jiwa donwload ;27;aplikasi riliv cocok membutuhkan pertolongan mental salah satunya meditasi meditasi riliv relax melepa kepenatan kegelisahan miliki aplikasi cocok remaja kayak dowload aplikasi riliv memulihkan mental jiwa donwload
apps ini sangat bagus.;5;Positive;5;apps bagus ;2;app bagu
membantu saya menenangkan diri, terimakasih riliv ;5;Positive;7;membantu menenangkan terimakasih riliv;4;membantu menenangkan terimakasih riliv
sangat luar biasa membantu .. selalu tingkatkan performa yaaa min;5;Positive;10;membantu  tingkatkan performa yaaa min;5;membantu tingkatkan performa yaaa min
akhirnya nemu app journal yang cocok sama aku! suka karena variatif dan gak monoton. selain journal, meditasinya membantu sekali, thank you riliv!;5;Positive;27;nemu app journal cocok  suka variatif gak monoton  journal meditasinya membantu thank you riliv ;14;nemu app journal cocok suka variatif gak monoton journal meditasinya membantu thank you riliv
terimaksi sudah membantu;5;Positive;3;terimaksi membantu;2;terimaksi membantu
bagussssss~~~~~;4;Positive;1;bagussssss;1;bagussssss
aplikasi ini sangat membantu saya dalam masalah psikolog, recomended lah;4;Positive;11;aplikasi membantu psikolog recomended;4;aplikasi membantu psikolog recomend
sejauh ini saya sudah menggunakan riliv beberapa kali dan saya puas atas aplikasi dan fitur-fiturnya, tapi apakah bisa ada buat didownload agar bisa menikmatinya saat offline? kalau sudah ada updatean terbaru dan ada fitur download, i'll appreciate it with 5;4;Positive;44;riliv kali puas aplikasi fiturfiturnya didownload menikmatinya offline  updatean terbaru fitur i ll appreciate it with ;16;riliv kali pua aplikasi fiturfiturnya didownload menikmatinya offlin updatean terbaru fitur i ll appreci it with
inti dari app ini adalah: bernafas. kebanyakan imajinasi;2;Negative;10;inti app  bernafas  kebanyakan imajinasi;5;inti app bernafa kebanyakan imajinasi
seandainya berkonsultasi dengan para ahli bisa gratis . ini mungkin jadi aplikasi terbaik sepanjang masa yg pernah saya temukan . karna banyak orang yang memiliki problem mengenai kesehatan mental tapi mereka tidak punya biaya termasuk saya . seandainya saja bisa free aplikasi ini sangat menolong orang orang yang mungkin saja sudah menyerah buat menjalani kehidupan;3;Neutral;55;seandainya berkonsultasi ahli gratis  aplikasi terbaik temukan  karna memiliki problem kesehatan mental biaya  seandainya free aplikasi menolong menyerah menjalani kehidupan;20;seandainya berkonsultasi ahli grati aplikasi terbaik temukan karna memiliki problem kesehatan mental biaya seandainya free aplikasi menolong menyerah menjalani kehidupan
ini sangat membantu dalam hidupku;5;Positive;5;membantu hidupku;2;membantu hidupku
aplikasinya sangat membantu dalam bermeditasi, mantap;5;Positive;7;aplikasinya membantu bermeditasi mantap;4;aplikasinya membantu bermeditasi mantap
sangat membantu;5;Positive;2;membantu;1;membantu
sangat2 membantuuu;5;Positive;2;sangat membantuuu;2;sangat membantuuu
aplikasi ini sangat membantu saya untuk menenangkan pikiran;5;Positive;8;aplikasi membantu menenangkan pikiran;4;aplikasi membantu menenangkan pikiran
assalamualaikum.... terima kasih riliv aplikasi ini sangat membantu banyak orang. dan saya menyadari bahwa berkonsultasi ke psikolog itu bukan hanya mereka yang mengalami tekanan atau apapun, tetapi setiap orang perlu untuk kesehatan mental yang baik. sehingga kita bisa lebih teratur kembali menjalani kehidupan penuh kebahagiaan. terima kasih. aplikasi ini bagus sekali untuk setiap orang yang peduli terhadap diri dan mentalnya .wassalamualaikum wr.wb;5;Positive;68;assalamualaikum  terima kasih riliv aplikasi membantu  menyadari berkonsultasi psikolog mengalami tekanan apapun kesehatan mental  teratur menjalani kehidupan penuh kebahagiaan  terima kasih  aplikasi bagus peduli mentalnya wassalamualaikum wrwb;27;assalamualaikum terima kasih riliv aplikasi membantu menyadari berkonsultasi psikolog mengalami tekanan apapun kesehatan mental teratur menjalani kehidupan penuh kebahagiaan terima kasih aplikasi bagu peduli mentalnya wassalamualaikum wrwb
kenapa jurnal nya tidak bisa di hapus dan diedit lagi?;4;Positive;11;jurnal hapus diedit ;3;jurnal hapu diedit
good;4;Positive;1;good;1;good
saya senang sekali dengan aplikasi ini, karna saya merasakan jauh lebih baik dari sebelumnya.untuk bersyukur dan tidak insecure trimakasih riliv;5;Positive;21;senang aplikasi karna merasakan sebelumnyauntuk bersyukur insecure trimakasih riliv;9;senang aplikasi karna merasakan sebelumnyauntuk bersyukur insecur trimakasih riliv
tidurku lebih lelap dan bangun lebih cepat;5;Positive;7;tidurku lelap bangun cepat;4;tidurku lelap bangun cepat
assalamu'alaikum,yah lumayan bagus,dan makasih udah buat apk ini semoga apk ini bermanfaat buat semua orang dan kalo boleh kasih saran,hrs ada kyk tempat kayak motivasi gitu buat dibaca supaya org yg membacanya termotivasi dan bisa semangat menjalani kehidupan:);3;Neutral;46;assalamualaikum yah lumayan bagus makasih udah apk semoga apk bermanfaat kalo kasih saran hrs kyk kayak motivasi gitu dibaca org membacanya termotivasi semangat menjalani kehidupan  ;25;assalamualaikum yah lumayan bagu makasih udah apk semoga apk bermanfaat kalo kasih saran hr kyk kayak motivasi gitu dibaca org membacanya termotivasi semangat menjalani kehidupan
maaf ak ksh bintang 2 dulu krn aku lagi download ak blm tau kek mana hasilny. apa bnr bisa curhat atau tanya ke psikolog?;2;Negative;26;maaf ak ksh bintang  krn ak blm tau kek hasilny  bnr curhat psikolog ;13;maaf ak ksh bintang krn ak blm tau kek hasilni bnr curhat psikolog
